offensive_binary_label	tweet_id	agreement_level	annotation	domain	split
1	1267848601830658048	A++	O++	BLM	train
1	1270505977578770433	A0	O0	BLM	train
1	1268297371504410624	A++	O++	BLM	train
1	1267995012538568704	A++	O++	BLM	train
1	1268221982899920897	A++	O++	BLM	train
1	1268804029087387649	A++	O++	BLM	train
1	1268524072721215488	A+	O+	BLM	train
1	1269661749596295168	A++	O++	BLM	train
1	1268622543465766917	A0	O0	BLM	train
1	1269366185730211840	A0	O0	BLM	train
1	1269349189600804864	A+	O+	BLM	train
1	1271220733545287680	A+	O+	BLM	train
1	1270869842367668224	A0	O0	BLM	train
1	1270093175177314307	A+	O+	BLM	train
1	1268459946280181762	A++	O++	BLM	train
1	1271125245492158465	A+	O+	BLM	train
1	1271928873777799171	A0	O0	BLM	train
1	1270647300793217026	A0	O0	BLM	train
1	1267789646437724165	A++	O++	BLM	train
1	1272579353679990792	A+	O+	BLM	train
1	1270365046359625734	A+	O+	BLM	train
1	1268330073687388160	A++	O++	BLM	train
1	1270349637204037638	A0	O0	BLM	train
1	1268006399927300099	A++	O++	BLM	train
1	1268958771533004801	A0	O0	BLM	train
1	1271829346500648960	A++	O++	BLM	train
1	1268436315848077312	A+	O+	BLM	train
1	1267883824878419968	A+	O+	BLM	train
1	1268702075422113792	A++	O++	BLM	train
1	1268228659971788808	A+	O+	BLM	train
1	1270671143351906306	A++	O++	BLM	train
1	1270995611181936641	A+	O+	BLM	train
1	1270438032919887872	A++	O++	BLM	train
1	1268653475845505024	A++	O++	BLM	train
1	1268107056105566214	A++	O++	BLM	train
1	1268132493766594561	A++	O++	BLM	train
1	1270167370863194113	A++	O++	BLM	train
1	1272991268839309312	A++	O++	BLM	train
1	1272322718336274432	A+	O+	BLM	train
1	1269711187383648263	A++	O++	BLM	train
1	1268793449433624577	A++	O++	BLM	train
1	1268089365407956994	A+	O+	BLM	train
1	1271821946917777408	A++	O++	BLM	train
1	1269903376407580672	A+	O+	BLM	train
1	1272601973565599748	A++	O++	BLM	train
1	1272782706988904449	A+	O+	BLM	train
1	1270430605193297920	A++	O++	BLM	train
1	1270442758692462592	A+	O+	BLM	train
1	1272629323078356992	A+	O+	BLM	train
1	1270785521661300736	A++	O++	BLM	train
1	1268304866461483010	A+	O+	BLM	train
1	1268023369573728258	A+	O+	BLM	train
1	1269386259165741058	A++	O++	BLM	train
1	1268371488836587520	A++	O++	BLM	train
1	1269820818160144384	A++	O++	BLM	train
1	1272450088443547649	A++	O++	BLM	train
1	1270090792506441729	A+	O+	BLM	train
1	1272999166831140870	A+	O+	BLM	train
1	1269964420391862273	A++	O++	BLM	train
1	1270725165475786753	A++	O++	BLM	train
1	1272555288969613312	A++	O++	BLM	train
1	1271564436722061312	A++	O++	BLM	train
1	1271526230244851713	A++	O++	BLM	train
1	1269668024396599296	A+	O+	BLM	train
1	1269298858326208512	A++	O++	BLM	train
1	1270903411035246595	A++	O++	BLM	train
1	1268177187867426816	A+	O+	BLM	train
1	1272192060146307072	A++	O++	BLM	train
1	1269919954348003329	A++	O++	BLM	train
1	1268748579037777920	A++	O++	BLM	train
1	1267821049330012160	A++	O++	BLM	train
1	1269397987727466497	A+	O+	BLM	train
1	1269568346598641664	A+	O+	BLM	train
1	1267768452938371073	A++	O++	BLM	train
1	1268463508351565824	A+	O+	BLM	train
1	1267868092190855170	A+	O+	BLM	train
1	1271305807892791296	A+	O+	BLM	train
1	1268439424829992962	A+	O+	BLM	train
1	1268768619334262784	A+	O+	BLM	train
1	1268026859113140229	A+	O+	BLM	train
1	1268970372629590016	A+	O+	BLM	train
1	1268992551698272257	A+	O+	BLM	train
1	1268988902565543937	A+	O+	BLM	train
1	1270382966343172098	A+	O+	BLM	train
1	1270229593623007233	A+	O+	BLM	train
1	1268617473508564992	A+	O+	BLM	train
1	1270007519168073728	A+	O+	BLM	train
1	1286085688543379463	A0	O0	Covid-19	train
1	1232717107231543296	A+	O+	Covid-19	train
0	1314661809798950912	A0	N0	Covid-19	train
0	1288938689985482752	A++	N++	Covid-19	train
1	1315102552615084032	A++	O++	Covid-19	train
0	1316406624827904000	A+	N+	Covid-19	train
0	1277800700496543745	A+	N+	Covid-19	train
0	1285574847242948608	A0	N0	Covid-19	train
0	1313283115108892672	A++	N++	Covid-19	train
0	1278826198525718528	A0	N0	Covid-19	train
1	1294439054998679553	A0	O0	Covid-19	train
0	1290171239248535552	A0	N0	Covid-19	train
0	1259366625687592962	A+	N+	Covid-19	train
0	1252138090350514176	A++	N++	Covid-19	train
1	1265857585766371330	A++	O++	Covid-19	train
0	1321304362791145473	A0	N0	Covid-19	train
0	1252377777149341701	A0	N0	Covid-19	train
1	1259531549030199296	A0	O0	Covid-19	train
1	1310899066079830016	A+	O+	Covid-19	train
0	1277123134035025921	A0	N0	Covid-19	train
0	1320340597216059392	A++	N++	Covid-19	train
0	1276605285549907971	A+	N+	Covid-19	train
1	1290335917454970880	A++	O++	Covid-19	train
1	1277766129776132096	A0	O0	Covid-19	train
0	1272897771255861262	A0	N0	Covid-19	train
1	1306350795999318022	A++	O++	Covid-19	train
0	1279565202833448969	A+	N+	Covid-19	train
1	1304459021676679169	A0	O0	Covid-19	train
1	1287232153210753026	A0	O0	Covid-19	train
1	1307754345556045824	A++	O++	Covid-19	train
1	1319950982747443200	A+	O+	Covid-19	train
0	1312884786248118272	A+	N+	Covid-19	train
1	1276632506784198657	A0	O0	Covid-19	train
0	1272576875236331525	A++	N++	Covid-19	train
0	1318535331940093953	A++	N++	Covid-19	train
0	1283603033759404032	A++	N++	Covid-19	train
0	1297018044414394373	A++	N++	Covid-19	train
0	1256930175398313984	A0	N0	Covid-19	train
0	1296209480556916737	A+	N+	Covid-19	train
0	1262776392422391808	A++	N++	Covid-19	train
0	1263526057992491013	A+	N+	Covid-19	train
1	1266602831647301635	A++	O++	Covid-19	train
0	1264392878173741056	A+	N+	Covid-19	train
0	1288264319046758401	A+	N+	Covid-19	train
1	1294677636975923200	A+	O+	Covid-19	train
1	1321999629337186305	A+	O+	Covid-19	train
1	1311027695506071552	A0	O0	Covid-19	train
0	1276583738697277441	A0	N0	Covid-19	train
0	1264935385974505472	A++	N++	Covid-19	train
0	1278124134942285826	A+	N+	Covid-19	train
0	1320692357638049792	A+	N+	Covid-19	train
1	1300742534788976640	A+	O+	Covid-19	train
1	1262958852741435395	A++	O++	Covid-19	train
1	1285676304365498369	A+	O+	Covid-19	train
0	1255996333477048321	A++	N++	Covid-19	train
0	1258110083323572225	A+	N+	Covid-19	train
1	1279620404433301504	A0	O0	Covid-19	train
0	1302801527409700864	A+	N+	Covid-19	train
0	1309932444745957376	A+	N+	Covid-19	train
1	1273413550988578817	A0	O0	Covid-19	train
0	1281696587509452801	A++	N++	Covid-19	train
1	1314325237497028608	A0	O0	Covid-19	train
0	1258446880331255808	A+	N+	Covid-19	train
1	1260746132424024064	A0	O0	Covid-19	train
1	1278744023516229632	A+	O+	Covid-19	train
0	1320279815912472576	A+	N+	Covid-19	train
0	1311848885770506240	A+	N+	Covid-19	train
0	1275876124174606336	A++	N++	Covid-19	train
0	1287870465608843265	A+	N+	Covid-19	train
0	1258963519103533056	A++	N++	Covid-19	train
0	1281285997850853376	A+	N+	Covid-19	train
0	1308488828760580096	A0	N0	Covid-19	train
1	1303776042927173632	A++	O++	Covid-19	train
0	1253795418263244804	A++	N++	Covid-19	train
0	1265685494517686272	A++	N++	Covid-19	train
1	1269296802341289986	A+	O+	Covid-19	train
0	1268164879837511682	A++	N++	Covid-19	train
0	1293025001487163392	A+	N+	Covid-19	train
0	1285932642236600320	A+	N+	Covid-19	train
1	1281816366383640576	A0	O0	Covid-19	train
1	1305179013330206720	A+	O+	Covid-19	train
1	1315321628511793152	A0	O0	Covid-19	train
0	1259795380470001665	A++	N++	Covid-19	train
0	1307094590470717442	A++	N++	Covid-19	train
0	1275102033608138760	A++	N++	Covid-19	train
0	1304997629877608454	A++	N++	Covid-19	train
1	1299183517075677185	A+	O+	Covid-19	train
1	1287177456215089152	A0	O0	Covid-19	train
0	1290343069833924609	A++	N++	Covid-19	train
0	1261307426495557633	A+	N+	Covid-19	train
0	1299549014560567296	A+	N+	Covid-19	train
0	1292208489922797574	A+	N+	Covid-19	train
1	1275947091060314114	A++	O++	Covid-19	train
1	1279242783430184960	A0	O0	Covid-19	train
0	1280246420579201031	A++	N++	Covid-19	train
0	1269457622664482821	A++	N++	Covid-19	train
1	1273979029826215937	A++	O++	Covid-19	train
1	1279259211373916161	A++	O++	Covid-19	train
0	1312160974963503106	A+	N+	Covid-19	train
0	1247329780720193536	A++	N++	Covid-19	train
1	1314961074639208451	A0	O0	Covid-19	train
0	1253630591855099905	A++	N++	Covid-19	train
0	1263221587978797056	A0	N0	Covid-19	train
1	1256732933085224961	A+	O+	Covid-19	train
0	1285300136508301312	A+	N+	Covid-19	train
0	1294536794952867840	A++	N++	Covid-19	train
0	1293795252642299904	A+	N+	Covid-19	train
0	1321707112196534272	A+	N+	Covid-19	train
0	1282805751946379264	A+	N+	Covid-19	train
0	1311315635293560834	A0	N0	Covid-19	train
1	1316532431994970112	A+	O+	Covid-19	train
0	1309068544232034304	A+	N+	Covid-19	train
1	1306611135576244224	A0	O0	Covid-19	train
0	1263374860560056322	A++	N++	Covid-19	train
0	1291027560802000900	A0	N0	Covid-19	train
1	1324754650117988352	A+	O+	Covid-19	train
0	1275978724115206145	A+	N+	Covid-19	train
0	1299614078340599813	A0	N0	Covid-19	train
0	1315324445293150208	A+	N+	Covid-19	train
0	1322885479130431489	A0	N0	Covid-19	train
1	1291048262850555905	A++	O++	Covid-19	train
1	1286415208899063809	A0	O0	Covid-19	train
1	1282086230155378689	A++	O++	Covid-19	train
0	1312915987755229184	A0	N0	Covid-19	train
1	1284703002742456320	A++	O++	Covid-19	train
0	1262537141416009729	A+	N+	Covid-19	train
0	1317873381597995011	A+	N+	Covid-19	train
0	1320097225268203520	A0	N0	Covid-19	train
1	1260758710307168257	A+	O+	Covid-19	train
1	1278030947208790016	A+	O+	Covid-19	train
0	1264760970234048512	A++	N++	Covid-19	train
1	1287513515712851968	A0	O0	Covid-19	train
0	1318248415982223360	A+	N+	Covid-19	train
1	1275217437978431494	A++	O++	Covid-19	train
0	1275267972341182464	A++	N++	Covid-19	train
0	1320261654123368448	A+	N+	Covid-19	train
0	1284230291901394944	A0	N0	Covid-19	train
0	1317121230810525700	A+	N+	Covid-19	train
0	1264703601148080128	A0	N0	Covid-19	train
0	1289392182655242240	A+	N+	Covid-19	train
0	1295022612670820355	A+	N+	Covid-19	train
0	1276147289229160448	A++	N++	Covid-19	train
1	1299439468743553024	A+	O+	Covid-19	train
0	1265949709769879553	A++	N++	Covid-19	train
0	1272059368637206528	A++	N++	Covid-19	train
0	1274711117659623431	A0	N0	Covid-19	train
1	1293805312814743552	A0	O0	Covid-19	train
0	1261804673197125641	A0	N0	Covid-19	train
1	1259225419573678080	A+	O+	Covid-19	train
1	1254997363107627008	A0	O0	Covid-19	train
0	1325260182381850624	A++	N++	Covid-19	train
0	1274036332923359233	A+	N+	Covid-19	train
0	1297652561491587073	A+	N+	Covid-19	train
0	1302737717621645315	A+	N+	Covid-19	train
0	1289007099649826816	A+	N+	Covid-19	train
0	1315736115903569921	A++	N++	Covid-19	train
0	1257782519128358918	A+	N+	Covid-19	train
0	1309466412478496768	A+	N+	Covid-19	train
0	1289091020379033600	A0	N0	Covid-19	train
1	1297178873071837185	A+	O+	Covid-19	train
0	1286505396304150528	A++	N++	Covid-19	train
0	1286560756830527488	A+	N+	Covid-19	train
0	1312148270160859137	A+	N+	Covid-19	train
0	1280625493163700224	A++	N++	Covid-19	train
1	1304974987699392513	A0	O0	Covid-19	train
1	1323060629721239553	A0	O0	Covid-19	train
1	1315064062594691079	A0	O0	Covid-19	train
0	1323333232943943684	A++	N++	Covid-19	train
0	1325511258263543808	A++	N++	Covid-19	train
0	1315436475316658176	A++	N++	Covid-19	train
0	1306764941869883399	A0	N0	Covid-19	train
0	1282340430361886721	A0	N0	Covid-19	train
0	1309555358352904192	A++	N++	Covid-19	train
0	1319299333314007046	A++	N++	Covid-19	train
0	1267895062882549760	A++	N++	Covid-19	train
1	1321511350682746881	A+	O+	Covid-19	train
0	1300964789666172928	A++	N++	Covid-19	train
0	1278524427823542272	A0	N0	Covid-19	train
0	1304763585101524993	A+	N+	Covid-19	train
1	1313286935444688903	A++	O++	Covid-19	train
0	1258716147148623874	A0	N0	Covid-19	train
0	1287825716080447492	A0	N0	Covid-19	train
1	1291069149154701312	A+	O+	Covid-19	train
0	1253686400488275969	A++	N++	Covid-19	train
0	1303493520808980480	A++	N++	Covid-19	train
0	1320906557845086209	A+	N+	Covid-19	train
0	1324694382054940672	A0	N0	Covid-19	train
0	1312896857673089025	A0	N0	Covid-19	train
1	1279006637731151873	A+	O+	Covid-19	train
1	1258734454652022789	A+	O+	Covid-19	train
1	1313558600929902594	A0	O0	Covid-19	train
0	1261159739041345539	A++	N++	Covid-19	train
1	1261815281820872707	A0	O0	Covid-19	train
1	1273910834184552448	A++	O++	Covid-19	train
0	1303840865924853760	A+	N+	Covid-19	train
0	1298967165312401409	A+	N+	Covid-19	train
1	1295480666096898048	A+	O+	Covid-19	train
0	1259252603160014849	A++	N++	Covid-19	train
0	1323803714335969289	A+	N+	Covid-19	train
0	1281672198109802497	A+	N+	Covid-19	train
0	1313857538258067457	A++	N++	Covid-19	train
1	1294978837017657344	A0	O0	Covid-19	train
0	1297183333106044928	A++	N++	Covid-19	train
1	1290470965948948482	A+	O+	Covid-19	train
1	1254996991299522567	A+	O+	Covid-19	train
0	1286492723516551170	A++	N++	Covid-19	train
1	1307145203174830080	A+	O+	Covid-19	train
0	1314999034449403906	A0	N0	Covid-19	train
0	1277009196689395713	A++	N++	Covid-19	train
1	1271996483684966402	A0	O0	Covid-19	train
0	1250642602820538368	A++	N++	Covid-19	train
0	1287025702009618435	A++	N++	Covid-19	train
0	1297541468089995272	A0	N0	Covid-19	train
0	1314593901190225922	A++	N++	Covid-19	train
0	1311429048086732801	A0	N0	Covid-19	train
1	1278800698411540480	A+	O+	Covid-19	train
0	1323071433107451905	A0	N0	Covid-19	train
0	1306590872880836608	A+	N+	Covid-19	train
0	1309464577214754816	A++	N++	Covid-19	train
0	1287011407301664770	A+	N+	Covid-19	train
0	1314567729962258433	A0	N0	Covid-19	train
1	1325679573749571584	A++	O++	Covid-19	train
1	1255502027376988160	A+	O+	Covid-19	train
0	1268637274520129536	A++	N++	Covid-19	train
1	1286036880300048392	A0	O0	Covid-19	train
0	1279800188723494917	A++	N++	Covid-19	train
0	1275151820885614597	A0	N0	Covid-19	train
0	1287615139554840578	A+	N+	Covid-19	train
0	1267220334098485249	A++	N++	Covid-19	train
0	1293687191529553921	A0	N0	Covid-19	train
0	1278715101139349504	A+	N+	Covid-19	train
0	1292634108057669633	A0	N0	Covid-19	train
1	1286324914899705858	A++	O++	Covid-19	train
0	1300190494526451712	A+	N+	Covid-19	train
0	1281544077922701313	A++	N++	Covid-19	train
1	1256816548120948740	A+	O+	Covid-19	train
0	1324189171905384451	A++	N++	Covid-19	train
1	1290558899922391040	A+	O+	Covid-19	train
0	1291835327212949504	A++	N++	Covid-19	train
0	1286052721343307776	A++	N++	Covid-19	train
0	1265019670517526534	A0	N0	Covid-19	train
0	1296821856406659072	A0	N0	Covid-19	train
0	1272227346016112640	A+	N+	Covid-19	train
1	1291221999092719618	A+	O+	Covid-19	train
0	1297323059901341697	A++	N++	Covid-19	train
0	1270627513996177408	A++	N++	Covid-19	train
0	1263796189440299009	A0	N0	Covid-19	train
0	1314307678747885571	A+	N+	Covid-19	train
1	1257670762980429825	A0	O0	Covid-19	train
0	1274234862656819200	A+	N+	Covid-19	train
1	1297531591598567429	A0	O0	Covid-19	train
1	1322983087253250048	A+	O+	Covid-19	train
1	1288876710985895937	A0	O0	Covid-19	train
1	1296331114227916802	A++	O++	Covid-19	train
0	1318327299679375362	A++	N++	Covid-19	train
0	1253955007742763008	A++	N++	Covid-19	train
1	1252227235152568322	A0	O0	Covid-19	train
1	1273729137232891904	A0	O0	Covid-19	train
0	1263933680483012609	A0	N0	Covid-19	train
0	1314895514396225541	A0	N0	Covid-19	train
0	1321564349551566850	A+	N+	Covid-19	train
0	1318664159135895552	A0	N0	Covid-19	train
1	1253972925256007680	A0	O0	Covid-19	train
0	1312427631594278912	A++	N++	Covid-19	train
1	1279941398347874309	A+	O+	Covid-19	train
0	1317605594774241280	A0	N0	Covid-19	train
1	1264405007505506304	A+	O+	Covid-19	train
0	1299519424861548544	A0	N0	Covid-19	train
0	1321231399563702272	A+	N+	Covid-19	train
0	1265311644722302976	A0	N0	Covid-19	train
0	1271709898783420416	A0	N0	Covid-19	train
0	1306368519077064704	A+	N+	Covid-19	train
1	1273855207881887744	A+	O+	Covid-19	train
0	1320680379670380545	A0	N0	Covid-19	train
0	1281314545550725122	A+	N+	Covid-19	train
0	1296891109772230662	A0	N0	Covid-19	train
0	1277390645099806721	A+	N+	Covid-19	train
1	1312270358301618176	A0	O0	Covid-19	train
0	1319776616789192705	A++	N++	Covid-19	train
1	1311672879554203650	A0	O0	Covid-19	train
0	1250636114085376001	A++	N++	Covid-19	train
1	1254766835314102272	A0	O0	Covid-19	train
0	1281799487300796418	A++	N++	Covid-19	train
1	1303111134850027522	A+	O+	Covid-19	train
0	1292624171424350208	A0	N0	Covid-19	train
0	1247343723710541824	A++	N++	Covid-19	train
1	1280354515271680001	A0	O0	Covid-19	train
0	1268364288764362752	A0	N0	Covid-19	train
1	1289976685018767360	A+	O+	Covid-19	train
1	1312905661014048770	A+	O+	Covid-19	train
0	1262514290508083200	A+	N+	Covid-19	train
1	1324129252707606537	A0	O0	Covid-19	train
0	1276371712775421953	A0	N0	Covid-19	train
0	1263281450083909634	A+	N+	Covid-19	train
0	1325841149714599942	A++	N++	Covid-19	train
0	1289334194645024769	A++	N++	Covid-19	train
0	1297090285667643392	A0	N0	Covid-19	train
1	1259437507474862080	A+	O+	Covid-19	train
1	1315293733571657728	A+	O+	Covid-19	train
0	1280621109927391232	A++	N++	Covid-19	train
1	1256764570967904259	A+	O+	Covid-19	train
0	1255454384332386306	A0	N0	Covid-19	train
1	1280468945611431937	A+	O+	Covid-19	train
1	1248404672664068103	A0	O0	Covid-19	train
0	1313173240836173834	A+	N+	Covid-19	train
0	1291639465664970752	A++	N++	Covid-19	train
1	1305275402634424320	A++	O++	Covid-19	train
0	1296892070599114752	A++	N++	Covid-19	train
0	1282873714019676160	A++	N++	Covid-19	train
0	1311430776496566277	A+	N+	Covid-19	train
1	1290258421548228608	A0	O0	Covid-19	train
0	1321505318581534730	A0	N0	Covid-19	train
0	1295162591094796293	A+	N+	Covid-19	train
1	1295707210320945153	A+	O+	Covid-19	train
1	1261777971569815552	A0	O0	Covid-19	train
0	1324453802225913859	A++	N++	Covid-19	train
1	1251709356690694145	A0	O0	Covid-19	train
0	1265960227121348608	A++	N++	Covid-19	train
1	1262816013026025476	A0	O0	Covid-19	train
0	1259101539819544576	A+	N+	Covid-19	train
0	1306934786066452482	A++	N++	Covid-19	train
1	1300511033111576578	A++	O++	Covid-19	train
1	1273066290891145216	A0	O0	Covid-19	train
0	1274605443533455362	A+	N+	Covid-19	train
0	1303464961948168192	A+	N+	Covid-19	train
0	1285231374664966144	A0	N0	Covid-19	train
1	1275809331896868865	A+	O+	Covid-19	train
0	1300222647909965826	A++	N++	Covid-19	train
1	1315275886858588160	A0	O0	Covid-19	train
0	1287384232902430721	A0	N0	Covid-19	train
0	1275484994677473280	A0	N0	Covid-19	train
0	1265654918515490816	A+	N+	Covid-19	train
1	1322270335165747201	A0	O0	Covid-19	train
0	1263976869793128448	A+	N+	Covid-19	train
0	1314294954051735555	A+	N+	Covid-19	train
0	1264601180837081090	A0	N0	Covid-19	train
0	1312626799130497031	A++	N++	Covid-19	train
0	1277380313388404737	A++	N++	Covid-19	train
0	1300223023216242692	A+	N+	Covid-19	train
0	1314008498926223360	A0	N0	Covid-19	train
0	1287992359506993152	A++	N++	Covid-19	train
1	1275524842985529344	A0	O0	Covid-19	train
0	1253667534534053888	A++	N++	Covid-19	train
0	1318274681900814337	A0	N0	Covid-19	train
0	1296902113675505664	A++	N++	Covid-19	train
0	1308579099636621313	A++	N++	Covid-19	train
0	1258241735081287681	A+	N+	Covid-19	train
0	1306801754298867713	A+	N+	Covid-19	train
1	1263287317319634946	A0	O0	Covid-19	train
1	1319377155059552265	A+	O+	Covid-19	train
0	1252084674744274950	A++	N++	Covid-19	train
1	1305613087261720581	A0	O0	Covid-19	train
1	1267874654062030848	A0	O0	Covid-19	train
1	1325817695179333635	A+	O+	Covid-19	train
0	1271296374781296641	A++	N++	Covid-19	train
0	1247334961025171458	A++	N++	Covid-19	train
0	1276652466889768961	A++	N++	Covid-19	train
0	1254160780372488193	A++	N++	Covid-19	train
0	1289914629141872640	A+	N+	Covid-19	train
0	1270067251392196608	A++	N++	Covid-19	train
0	1301552006855704577	A+	N+	Covid-19	train
0	1289678807645880321	A++	N++	Covid-19	train
0	1271108377721155585	A++	N++	Covid-19	train
0	1290847990526214144	A++	N++	Covid-19	train
1	1281924880297058304	A+	O+	Covid-19	train
1	1297613855875649538	A0	O0	Covid-19	train
1	1274199604972511232	A+	O+	Covid-19	train
0	1263909077056397314	A++	N++	Covid-19	train
0	1322698811677036545	A++	N++	Covid-19	train
1	1284205120633425920	A0	O0	Covid-19	train
0	1310561811952029696	A0	N0	Covid-19	train
1	1320887348725469184	A0	O0	Covid-19	train
0	1279426921621786625	A0	N0	Covid-19	train
1	1313892135469494279	A++	O++	Covid-19	train
0	1321068410965577732	A++	N++	Covid-19	train
0	1311896686940299270	A+	N+	Covid-19	train
1	1294103159242031108	A0	O0	Covid-19	train
0	1300510343253221376	A+	N+	Covid-19	train
0	1299072906438283264	A+	N+	Covid-19	train
0	1259877590606712832	A++	N++	Covid-19	train
0	1312592432496771075	A+	N+	Covid-19	train
1	1262080239959769089	A++	O++	Covid-19	train
1	1314157623978201088	A+	O+	Covid-19	train
0	1259908134434304000	A+	N+	Covid-19	train
0	1275888449698947072	A+	N+	Covid-19	train
0	1296845657744056325	A0	N0	Covid-19	train
0	1312787079441584131	A0	N0	Covid-19	train
0	1279230747161829377	A+	N+	Covid-19	train
1	1274651377554223104	A0	O0	Covid-19	train
1	1274723440755277832	A0	O0	Covid-19	train
1	1280914447008239618	A0	O0	Covid-19	train
0	1322362570834124801	A++	N++	Covid-19	train
